gene_id	LC_C1_nor	LC_C2_nor	LC_C3_nor	LC_C5_nor	LC_C1	LC_C2	LC_C3	LC_C5
ENSG00000229961	1	1	0	0	0	2	0	0
ENSG00000228239	0	0	1	0	0	0	0	0
ENSG00000271736	0	6	4	9	0	6	2	10
ENSG00000237189	1	0	0	1	0	1	0	2
ENSG00000143297	4	51	6	23	275	513	185	142
ENSG00000163518	0	0	0	0	3	28	3	3
ENSG00000236731	0	0	1	0	0	0	1	0
ENSG00000233712	0	0	0	0	0	0	0	0
ENSG00000160856	30	62	61	65	52	207	118	132
ENSG00000227217	1	8	7	8	2	19	6	11
ENSG00000231700	18	33	17	17	26	41	39	29
ENSG00000232366	0	0	0	0	0	0	0	0
ENSG00000132704	16	20	23	25	89	156	134	67
ENSG00000163534	81	41	49	52	31	172	69	55
ENSG00000073754	31	18	20	5	1	12	3	4
ENSG00000227425	0	0	0	1	0	0	0	0
ENSG00000236957	0	0	0	0	0	0	0	0
ENSG00000183853	475	752	531	680	660	503	445	688
ENSG00000226520	0	1	0	0	0	0	1	0
ENSG00000231666	0	0	0	0	0	0	0	0
ENSG00000227295	64	109	48	85	164	155	49	192
ENSG00000158473	23	91	30	34	42	72	57	39
ENSG00000229914	0	1	2	0	1	2	0	0
ENSG00000176320	1	0	2	1	1	0	2	1
ENSG00000158477	3	55	8	4	10	22	204	21
ENSG00000230942	0	0	0	0	0	0	0	0
ENSG00000158481	30	105	58	42	24	62	163	43
ENSG00000158485	5	6	4	5	2	3	24	5
ENSG00000158488	20	81	32	47	12	26	150	44
ENSG00000186306	0	0	0	0	0	0	0	0
ENSG00000180708	0	0	0	0	0	0	0	0
ENSG00000203758	0	0	0	1	0	0	0	0
ENSG00000236257	19	25	29	33	31	27	43	26
ENSG00000173285	0	0	0	0	0	0	0	0
ENSG00000236656	0	0	0	0	0	0	0	0
ENSG00000198965	0	0	0	0	0	0	0	0
ENSG00000198703	0	0	0	0	0	0	0	0
ENSG00000227445	0	0	0	0	0	0	0	0
ENSG00000231434	8	2	6	8	9	14	19	11
ENSG00000197532	0	0	0	0	0	0	0	0
ENSG00000186440	0	0	0	0	0	0	0	0
ENSG00000279111	0	0	0	0	0	0	0	0
ENSG00000186400	0	0	0	0	0	0	0	0
ENSG00000198967	0	0	0	0	0	0	0	0
ENSG00000163554	0	2	2	1	2	0	4	3
ENSG00000231237	0	0	0	0	0	0	0	0
ENSG00000196171	0	1	0	0	0	0	0	0
ENSG00000203757	5	17	0	0	0	0	0	2
ENSG00000180437	1	2	0	0	0	0	0	0
ENSG00000226949	0	0	0	0	0	0	0	0
ENSG00000180433	0	0	0	0	0	0	0	0
ENSG00000197403	0	4	0	0	0	0	0	0
ENSG00000188340	0	5	0	0	0	0	0	0
ENSG00000229724	0	0	0	0	0	0	0	0
ENSG00000180409	0	0	0	0	0	0	1	1
ENSG00000163563	311	382	160	239	77	449	216	257
ENSG00000229849	0	0	0	0	0	0	0	0
ENSG00000163564	19	27	20	25	27	89	33	49
ENSG00000163565	436	807	417	760	699	1462	615	863
ENSG00000265589	0	1	0	0	0	11	1	2
ENSG00000163568	5	4	5	2	35	73	35	24
ENSG00000233473	1	2	2	0	0	4	1	3
ENSG00000162706	48	80	70	73	22	76	106	63
ENSG00000222552	0	1	0	0	0	0	0	0
ENSG00000225670	59	133	80	81	26	68	94	62
ENSG00000213088	249	403	156	385	138	124	347	350
ENSG00000215846	0	0	0	0	0	0	0	0
ENSG00000248642	0	0	0	0	0	1	0	0
ENSG00000179639	24	149	77	80	18	14	143	49
ENSG00000196266	0	0	0	0	0	0	0	0
ENSG00000228560	0	0	0	0	0	0	0	0
ENSG00000248442	0	0	0	0	0	0	0	0
ENSG00000251686	0	0	0	0	0	0	0	0
ENSG00000249197	0	0	0	0	0	0	0	0
ENSG00000249730	0	0	0	0	0	0	0	0
ENSG00000196184	0	0	0	0	0	0	0	0
ENSG00000224943	0	0	0	0	0	0	0	0
ENSG00000184155	0	0	0	0	0	0	0	0
ENSG00000231100	0	0	0	0	0	0	0	0
ENSG00000271890	0	0	0	0	0	0	0	0
ENSG00000132703	0	0	0	0	0	0	0	0
ENSG00000158731	0	0	0	0	0	1	0	0
ENSG00000276632	0	0	0	0	0	0	0	0
ENSG00000223603	0	0	0	0	0	0	0	0
ENSG00000132693	0	1	0	0	0	1	0	1
ENSG00000235226	0	0	0	0	0	0	0	0
ENSG00000158716	127	146	143	136	117	181	268	158
ENSG00000181036	30	96	72	71	12	169	33	55
ENSG00000158714	144	648	251	279	245	1900	469	562
ENSG00000188004	72	272	132	147	113	799	153	236
ENSG00000212161	0	0	0	0	0	2	0	0
ENSG00000243284	3	6	10	7	1	9	0	2
ENSG00000256029	0	0	0	0	2	1	0	0
ENSG00000272668	8	22	21	18	10	30	19	9
ENSG00000213085	3	1	70	76	17	7	29	10
ENSG00000266458	0	0	0	0	0	0	0	0
ENSG00000279430	4	4	0	2	1	0	0	6
ENSG00000158710	3015	3716	3831	5475	3773	3563	3897	4726
ENSG00000085552	6	17	37	26	193	37	95	80
ENSG00000162723	1	2	1	2	10	15	16	11
ENSG00000224259	1	1	4	2	7	1	9	0
ENSG00000273933	0	0	1	0	0	0	0	0
ENSG00000237409	1	0	1	0	2	0	0	0
ENSG00000260766	50	77	73	74	67	76	114	68
ENSG00000143315	150	235	256	173	229	359	302	203
ENSG00000177807	1	1	5	2	7	87	14	10
ENSG00000225279	0	0	0	0	0	0	0	0
ENSG00000162728	0	1	1	1	1	0	1	0
ENSG00000162729	180	388	409	304	249	290	398	286
ENSG00000018625	32	96	64	63	70	24	65	16
ENSG00000132681	0	5	0	4	1	1	2	1
ENSG00000143318	1	5	1	13	5	1	7	7
ENSG00000227741	10	15	6	25	9	14	3	14
ENSG00000162734	1162	2046	1577	1697	1306	1783	1626	1942
ENSG00000265381	0	0	0	0	0	0	0	0
ENSG00000132716	699	1173	1244	1168	757	1314	1198	977
ENSG00000258465	0	1	0	3	0	0	1	0
ENSG00000228606	23	37	48	42	25	47	7	16
ENSG00000224261	11	13	21	13	15	19	33	17
ENSG00000162735	478	773	704	550	351	672	622	498
ENSG00000122218	764	1393	1066	1186	1217	1601	1208	1419
ENSG00000235082	151	240	249	161	257	268	240	208
ENSG00000202078	3	4	1	3	3	1	2	3
ENSG00000162736	480	936	682	710	833	1123	682	698
ENSG00000171786	2	1	1	5	1	0	4	6
ENSG00000201608	0	0	0	0	0	0	0	0
ENSG00000162738	123	125	148	202	118	171	187	106
ENSG00000162739	60	170	122	101	103	521	267	212
ENSG00000234425	0	0	0	0	0	4	3	1
ENSG00000066294	309	1179	348	520	574	6012	733	1150
ENSG00000117090	27	68	34	47	44	180	118	84
ENSG00000235101	1	1	0	0	0	2	1	0
ENSG00000228863	58	101	84	77	79	444	227	133
ENSG00000117091	65	133	136	122	114	565	352	167
ENSG00000026751	90	254	150	247	550	1032	492	574
ENSG00000275801	0	1	0	0	0	8	0	2
ENSG00000274562	0	0	0	0	0	1	0	0
ENSG00000122224	13	32	43	41	53	178	77	63
ENSG00000122223	49	64	71	147	25	109	37	55
ENSG00000226003	0	0	0	0	0	0	0	0
ENSG00000179914	2	1	394	5	9	26	8	14
ENSG00000213080	142	312	216	219	356	764	330	351
ENSG00000232188	4	3	5	3	0	0	0	0
ENSG00000198358	49	99	194	40	0	13	33	21
ENSG00000233691	3	3	3	0	0	0	0	0
ENSG00000158764	87	226	388	74	0	9	74	43
ENSG00000158769	1145	1889	2327	1620	1088	1361	2016	1415
ENSG00000270149	1	4	9	7	6	2	2	2
ENSG00000232879	3	2	5	1	3	4	2	1
ENSG00000215845	113	175	279	161	78	126	357	95
ENSG00000158773	335	491	385	414	354	634	566	428
ENSG00000186517	764	1146	689	921	399	1617	895	1011
ENSG00000278883	0	2	0	0	2	0	1	0
ENSG00000143217	57	87	123	138	601	216	338	210
ENSG00000228917	0	1	0	0	2	0	0	0
ENSG00000162755	16	22	85	53	28	31	80	12
ENSG00000143256	48	78	82	83	59	64	115	71
ENSG00000158793	253	430	448	378	282	434	436	356
ENSG00000158796	262	343	344	378	250	388	433	362
ENSG00000238934	1	1	2	1	2	2	1	1
ENSG00000143222	201	386	484	411	313	466	674	411
ENSG00000224985	15	16	24	23	20	20	17	16
ENSG00000143258	146	217	283	268	165	251	291	192
ENSG00000143224	114	162	244	236	120	185	169	133
ENSG00000158850	164	277	255	298	258	318	356	314
ENSG00000158859	492	40	18	786	1029	35	22	1205
ENSG00000158864	236	349	305	377	255	384	399	340
ENSG00000158869	324	524	337	430	167	992	519	437
ENSG00000158874	1	1	1	0	0	3	0	2
ENSG00000158882	92	149	130	124	221	178	166	128
ENSG00000263548	0	0	0	0	1	0	0	0
ENSG00000143257	27	61	57	63	82	92	98	77
ENSG00000248485	33	70	18	75	453	62	62	476
ENSG00000158887	15	20	11	12	10	26	28	11
ENSG00000143252	425	825	983	631	685	957	1020	653
ENSG00000188931	61	102	210	142	109	113	62	71
ENSG00000236484	1	0	0	0	1	0	0	0
ENSG00000206921	0	3	3	0	0	5	1	3
ENSG00000215840	2	1	9	4	0	2	4	0
ENSG00000277882	1	0	0	0	0	1	1	0
ENSG00000143226	799	1556	659	957	819	1904	950	1100
ENSG00000273112	2	5	3	1	2	3	0	3
ENSG00000173110	145	154	88	158	138	372	311	151
ENSG00000224203	0	0	0	0	0	0	1	0
ENSG00000203747	1880	1749	1505	2203	1317	3234	1563	3530
ENSG00000224515	0	0	0	0	0	0	0	0
ENSG00000072694	91	377	215	309	306	1791	296	242
ENSG00000244682	131	461	225	319	250	1596	141	333
ENSG00000225217	116	290	190	275	278	1139	360	289
ENSG00000231586	0	0	0	0	0	0	0	0
ENSG00000162747	296	313	174	122	63	201	89	145
ENSG00000234211	1	19	6	15	19	130	9	5
ENSG00000213075	3	10	10	8	15	15	22	12
ENSG00000199595	0	0	0	0	0	0	0	0
ENSG00000132185	5	3	1	4	43	84	114	46
ENSG00000162746	4	8	3	22	16	20	9	6
ENSG00000241347	0	0	0	0	0	0	0	0
ENSG00000081721	72	99	76	102	92	115	114	88
ENSG00000226889	0	1	1	1	0	1	1	1
ENSG00000118217	526	867	732	570	656	819	536	666
ENSG00000229808	3	6	2	2	6	5	3	9
ENSG00000162745	66	186	66	139	427	333	196	195
ENSG00000227818	0	0	0	0	0	0	0	0
ENSG00000198929	9	13	16	9	14	16	4	4
ENSG00000266144	0	0	0	0	0	0	0	0
ENSG00000227094	0	1	0	0	0	0	0	0
ENSG00000252262	0	0	0	0	0	0	0	0
ENSG00000207729	0	0	0	1	0	0	0	0
ENSG00000254706	0	0	0	0	0	0	0	0
ENSG00000239887	39	68	80	79	158	116	78	108
ENSG00000171722	0	3	5	2	8	5	0	0
ENSG00000198574	20	46	77	26	6	9	37	15
ENSG00000227243	0	0	0	0	0	0	0	0
ENSG00000152332	1239	2380	1861	1461	1897	2793	1212	1832
ENSG00000227941	0	0	0	0	0	0	0	0
ENSG00000259788	0	0	0	0	0	0	1	0
ENSG00000117143	147	153	175	235	252	198	264	279
ENSG00000272574	8	5	6	11	14	9	1	9
ENSG00000162733	774	1378	1339	933	807	669	564	683
ENSG00000243173	0	0	0	0	0	0	0	0
ENSG00000132196	58	98	94	110	82	123	135	62
ENSG00000185860	4	0	58	43	0	12	34	1
ENSG00000230739	0	0	6	2	0	1	2	0
ENSG00000227667	0	0	0	0	0	0	0	0
ENSG00000117152	36	19	17	76	389	56	18	156
ENSG00000143248	2272	1862	1094	2423	2030	1913	885	3035
ENSG00000232892	0	1	0	0	0	0	0	0
ENSG00000225755	0	0	0	0	1	2	0	0
ENSG00000232995	10	18	20	17	6	28	26	7
ENSG00000237756	1	0	0	0	0	0	0	1
ENSG00000143228	7	3	6	3	20	24	19	5
ENSG00000225122	0	0	0	0	0	0	0	0
ENSG00000200327	0	0	0	0	0	0	0	0
ENSG00000212527	0	0	0	0	0	0	0	0
ENSG00000228289	0	0	0	0	0	0	0	0
ENSG00000212538	0	0	0	0	0	0	0	0
ENSG00000225719	0	0	0	0	0	0	0	0
ENSG00000199849	0	0	0	0	0	0	0	0
ENSG00000213070	7	7	12	25	99	27	53	40
ENSG00000185630	767	1340	1093	812	480	496	480	496
ENSG00000274155	0	0	0	0	0	0	0	0
ENSG00000207082	0	0	0	1	0	0	0	0
ENSG00000277116	0	1	0	0	0	0	0	0
ENSG00000269887	3	4	5	4	3	0	0	4
ENSG00000276359	0	0	1	0	0	0	0	0
ENSG00000233693	0	1	0	0	0	0	0	0
ENSG00000271917	0	0	0	0	1	0	0	0
ENSG00000201987	0	0	0	0	0	0	0	0
ENSG00000225487	9	11	9	12	2	3	4	6
ENSG00000201270	0	0	0	0	0	0	0	0
ENSG00000212086	0	0	0	0	0	0	0	0
ENSG00000162761	1	0	2	0	0	0	1	0
ENSG00000224702	0	0	0	0	0	0	0	0
ENSG00000238022	0	0	0	0	0	0	0	0
ENSG00000143171	11	15	23	10	1	8	8	6
ENSG00000237463	2	2	2	0	2	7	2	3
ENSG00000230748	1	0	0	0	0	2	0	1
ENSG00000162763	2	0	3	1	0	3	5	1
ENSG00000237783	0	0	0	0	0	1	1	0
ENSG00000236206	1	0	0	0	0	0	2	1
ENSG00000143198	203	278	305	242	156	262	222	163
ENSG00000143149	339	544	362	332	336	657	713	478
ENSG00000206990	0	0	0	0	0	0	0	0
ENSG00000230175	0	0	1	0	0	2	0	1
ENSG00000225272	0	0	0	0	0	0	0	1
ENSG00000215838	0	0	0	0	0	1	0	0
ENSG00000273365	0	1	0	0	2	1	1	1
ENSG00000143183	289	520	509	440	484	538	814	508
ENSG00000224358	1	3	6	6	3	11	8	2
ENSG00000230659	1	0	1	0	0	0	0	0
ENSG00000143179	75	161	88	79	110	106	69	107
ENSG00000236364	5	4	2	4	3	5	1	5
ENSG00000271527	0	0	0	0	0	0	0	0
ENSG00000226292	0	0	0	0	0	0	0	0
ENSG00000207341	0	0	0	0	0	0	0	0
ENSG00000188859	12	16	17	15	58	16	7	23
ENSG00000203307	0	2	0	1	0	1	0	0
ENSG00000230898	0	0	0	0	0	0	0	0
ENSG00000215952	0	0	0	0	0	0	0	0
ENSG00000215835	216	380	319	278	325	471	273	337
ENSG00000229588	1	0	0	0	4	0	0	1
ENSG00000225325	0	0	0	0	0	0	0	0
ENSG00000230231	0	0	0	0	0	2	1	1
ENSG00000234142	0	1	1	0	0	1	0	1
ENSG00000238087	0	0	0	0	0	0	0	0
ENSG00000215834	0	0	0	0	3	0	0	0
ENSG00000234984	0	0	0	0	0	0	0	0
ENSG00000232341	2	3	3	2	1	1	4	4
ENSG00000232148	0	0	0	0	0	0	0	0
ENSG00000232223	0	0	0	0	0	0	0	0
ENSG00000143157	743	1435	1577	899	794	1185	814	713
ENSG00000152382	93	128	145	102	88	153	170	109
ENSG00000225171	7	9	14	8	1	6	6	4
ENSG00000143195	23	31	20	37	64	13	18	29
ENSG00000143194	1	0	0	0	2	1	1	1
ENSG00000200036	0	0	0	0	0	0	0	0
ENSG00000227907	0	0	0	0	0	0	0	0
ENSG00000143167	117	64	111	197	0	12	4	70
ENSG00000198842	4	6	11	14	0	1	3	7
ENSG00000213068	1	1	1	1	0	2	4	3
ENSG00000231605	0	0	1	0	1	0	0	0
ENSG00000272205	1	4	2	1	0	2	6	0
ENSG00000143190	295	553	468	362	390	649	270	338
ENSG00000272033	0	0	0	1	0	2	1	0
ENSG00000198821	79	149	161	120	68	200	190	156
ENSG00000233411	1	0	4	2	0	3	2	1
ENSG00000273160	0	2	3	5	0	4	7	0
ENSG00000227776	0	0	0	0	0	0	0	0
ENSG00000143162	968	2115	1368	1367	896	4854	3235	2036
ENSG00000231029	0	0	0	0	0	0	0	0
ENSG00000241666	7	7	9	6	3	18	19	5
ENSG00000198771	220	489	322	258	169	965	302	396
ENSG00000197965	593	960	925	857	1381	1190	1086	1100
ENSG00000143199	2	1	3	1	3	3	2	2
ENSG00000250762	4	2	0	2	1	1	2	3
ENSG00000232194	0	2	0	0	1	2	1	0
ENSG00000143158	164	297	230	215	158	245	261	202
ENSG00000143164	256	395	421	376	279	468	426	284
ENSG00000221545	0	0	0	0	0	0	0	0
ENSG00000224837	43	130	85	65	90	93	145	80
ENSG00000143147	209	328	263	233	204	114	68	163
ENSG00000143155	228	386	344	311	420	404	404	370
ENSG00000237049	0	0	0	1	0	1	0	1
ENSG00000237131	0	0	0	0	0	0	0	0
ENSG00000213064	998	1419	1169	1126	1868	1556	1143	1149
ENSG00000214262	107	187	145	112	185	179	32	88
ENSG00000206880	1	0	0	0	0	0	0	0
ENSG00000143178	32	68	86	54	88	79	58	42
ENSG00000227722	1	0	1	0	1	3	1	1
ENSG00000207974	0	0	0	0	0	0	0	1
ENSG00000228697	0	0	0	0	0	0	0	0
ENSG00000215833	1	1	1	0	1	1	1	0
ENSG00000237658	0	0	0	0	0	0	0	0
ENSG00000143185	4	13	7	8	4	25	11	6
ENSG00000227777	0	1	2	0	0	2	1	2
ENSG00000143184	0	0	6	7	1	11	4	0
ENSG00000229757	0	0	0	2	0	2	0	1
ENSG00000143196	240	747	469	316	257	97	403	304
ENSG00000221578	0	0	0	0	0	0	0	0
ENSG00000235736	0	0	0	0	1	0	1	1
ENSG00000225826	0	0	0	0	2	0	0	0
ENSG00000229612	0	0	0	0	0	0	0	1
ENSG00000203601	0	0	0	0	0	0	0	0
ENSG00000213063	0	0	0	0	0	0	0	0
ENSG00000252987	0	0	0	0	0	0	0	0
ENSG00000237707	0	0	0	0	0	0	0	0
ENSG00000143153	1219	1353	1380	1555	2254	1989	2064	1688
ENSG00000143156	205	195	248	267	359	338	463	295
ENSG00000235575	0	0	0	0	0	0	0	0
ENSG00000117475	160	262	235	202	198	271	211	217
ENSG00000117477	7	8	51	29	7	11	18	15
ENSG00000117479	205	642	258	377	421	506	179	452
ENSG00000234604	2	7	3	1	1	7	0	4
ENSG00000213062	4	16	6	9	4	10	4	5
ENSG00000198734	38	14	9	38	78	60	8	23
ENSG00000174175	145	178	66	139	23	71	67	121
ENSG00000000460	70	89	107	71	105	115	111	81
ENSG00000188404	187	188	111	86	129	408	351	234
ENSG00000007908	424	63	15	467	102	5	17	407
ENSG00000230704	0	0	0	0	0	0	0	0
ENSG00000171806	47	77	73	55	88	108	135	68
ENSG00000000457	164	227	224	216	219	269	258	201
ENSG00000239494	2	4	6	2	2	11	2	0
ENSG00000075945	95	111	133	117	96	118	132	89
ENSG00000243051	0	0	0	0	0	0	2	1
ENSG00000235378	1	0	0	1	1	0	0	0
ENSG00000232959	3	6	7	6	2	2	5	1
ENSG00000224896	0	0	0	0	0	0	0	0
ENSG00000203740	0	0	0	0	1	0	0	0
ENSG00000263390	0	0	0	0	0	0	0	0
ENSG00000233985	0	0	1	0	0	0	0	0
ENSG00000238051	0	0	0	0	0	0	0	0
ENSG00000224286	0	0	0	0	0	0	0	0
ENSG00000226967	1	0	0	0	0	3	1	2
ENSG00000263384	0	0	0	0	0	0	0	0
ENSG00000231407	2	3	4	3	5	4	4	2
ENSG00000120370	100	195	134	142	183	183	217	144
ENSG00000225545	0	0	0	0	0	0	0	0
ENSG00000235303	0	0	0	0	0	0	0	0
ENSG00000116132	271	586	412	368	1297	505	504	540
ENSG00000271811	0	0	1	5	12	4	8	4
ENSG00000117501	0	0	22	6	1	4	5	0
ENSG00000281281	0	0	0	0	0	0	0	0
ENSG00000226552	0	0	3	2	1	0	0	0
ENSG00000007933	142	261	350	207	97	94	302	147
ENSG00000221390	0	2	1	1	1	0	1	1
ENSG00000117507	4	1	7	12	3	13	4	1
ENSG00000094963	2057	5937	7935	3345	421	1123	1671	1195
ENSG00000225243	47	125	223	69	9	30	10	12
ENSG00000231424	0	0	0	1	0	1	0	0
ENSG00000010932	10	19	17	6	42	52	16	23
ENSG00000206692	0	0	0	0	0	0	0	0
ENSG00000230547	0	0	0	1	2	0	0	0
ENSG00000076258	29	72	56	33	34	61	62	36
ENSG00000225704	4	6	6	3	8	8	12	3
ENSG00000268062	3	5	7	8	1	4	12	3
ENSG00000239428	0	0	0	0	0	0	0	0
ENSG00000202082	0	0	0	0	0	0	0	0
ENSG00000234333	0	0	0	0	0	0	0	0
ENSG00000117523	1196	2063	1729	1586	1819	2600	1377	1674
ENSG00000239373	0	1	0	0	0	0	0	0
ENSG00000201126	0	0	0	0	0	0	0	0
ENSG00000276381	3	1	6	4	10	9	9	7
ENSG00000034971	17	100	90	28	2	1	7	17
ENSG00000233328	227	443	293	374	252	517	716	436
ENSG00000230364	6	10	11	6	1	5	7	3
ENSG00000117533	357	628	558	405	348	526	436	386
ENSG00000232261	0	0	0	0	0	0	0	0
ENSG00000271459	0	0	0	0	0	0	0	0
ENSG00000236741	2	2	0	0	1	4	0	0
ENSG00000253060	0	0	1	0	0	0	0	0
ENSG00000010165	119	230	218	196	227	317	294	210
ENSG00000213060	0	0	0	0	0	1	0	0
ENSG00000224600	1	1	0	0	0	0	0	0
ENSG00000197959	74	140	120	85	313	79	84	79
ENSG00000233540	0	0	0	1	0	0	1	0
ENSG00000230630	85	164	98	101	107	75	143	70
ENSG00000207949	0	0	0	0	0	0	0	0
ENSG00000208024	0	0	1	0	0	1	1	0
ENSG00000206684	0	0	0	0	0	0	0	0
ENSG00000135845	141	245	270	207	220	278	306	197
ENSG00000180999	1	0	2	0	4	0	0	0
ENSG00000094975	329	525	450	410	758	471	501	501
ENSG00000251943	0	0	0	0	0	0	0	0
ENSG00000117560	16	21	30	13	11	63	24	43
ENSG00000229785	18	33	46	26	16	35	37	25
ENSG00000279061	0	0	0	0	0	0	0	0
ENSG00000224228	1	0	0	0	0	0	1	0
ENSG00000227177	0	0	0	0	0	0	0	0
ENSG00000224000	0	0	0	0	0	0	0	0
ENSG00000120337	3	1	5	3	2	10	8	9
ENSG00000230849	1	7	4	2	1	7	3	2
ENSG00000226375	0	0	0	0	0	0	1	0
ENSG00000117586	20	37	29	23	48	57	63	31
ENSG00000232751	0	0	0	0	0	0	0	0
ENSG00000231615	0	0	1	0	0	1	0	0
ENSG00000203739	5	15	13	11	18	25	15	10
ENSG00000117592	599	1152	1079	798	477	1051	1234	789
ENSG00000162753	1	7	32	16	1	9	10	1
ENSG00000238272	1	1	6	3	0	1	1	3
ENSG00000183831	0	5	38	27	1	13	18	3
ENSG00000232113	0	0	0	0	0	0	0	0
ENSG00000076321	150	328	238	215	158	239	164	147
ENSG00000225591	0	1	1	0	3	1	0	0
ENSG00000200674	2	2	1	2	1	1	1	2
ENSG00000120334	24	51	46	33	72	73	50	46
ENSG00000252357	0	0	0	0	0	0	0	0
ENSG00000117593	78	144	119	98	97	188	159	121
ENSG00000270084	40	47	44	49	22	32	51	32
ENSG00000234741	201	348	237	377	497	480	627	432
ENSG00000185278	342	724	767	435	398	768	394	344
ENSG00000117601	0	0	5	2	7	0	1	2
ENSG00000252231	0	0	0	0	0	0	0	0
ENSG00000135870	571	886	722	703	481	799	665	648
ENSG00000200755	0	0	0	0	0	0	0	0
ENSG00000236535	0	0	0	0	0	0	0	0
ENSG00000224977	1	3	0	0	0	2	0	1
ENSG00000225713	0	0	0	0	0	0	0	0
ENSG00000238365	0	0	0	0	0	0	0	0
ENSG00000227373	0	0	2	1	0	1	0	0
ENSG00000152061	542	1269	1242	687	697	1347	809	613
ENSG00000266125	0	0	0	0	0	0	0	0
ENSG00000237317	0	0	0	0	1	1	1	0
ENSG00000203737	0	0	0	0	0	3	0	0
ENSG00000223828	0	0	0	0	0	0	1	1
ENSG00000231378	0	0	0	0	0	0	0	0
ENSG00000237249	0	1	0	2	0	0	0	0
ENSG00000223525	0	2	1	0	0	0	1	3
ENSG00000235869	0	0	0	0	1	1	1	1
ENSG00000229531	0	4	1	0	2	1	1	2
ENSG00000252552	1	0	0	0	0	2	0	0
ENSG00000116161	157	280	298	235	194	335	380	234
ENSG00000120333	177	287	309	218	127	263	248	192
ENSG00000206659	0	0	0	0	0	0	0	0
ENSG00000181101	11	19	22	13	23	42	15	19
ENSG00000120332	8	5	6	6	3	1	14	3
ENSG00000235750	671	1372	1564	1094	374	752	489	894
ENSG00000230687	0	0	0	0	0	0	0	0
ENSG00000233946	0	0	0	0	0	0	0	0
ENSG00000260990	0	1	2	1	1	1	0	2
ENSG00000116147	30	18	50	51	5	16	13	19
ENSG00000235628	0	0	0	0	0	0	0	0
ENSG00000224718	0	0	0	0	0	0	0	0
ENSG00000227740	0	2	1	3	1	6	3	0
ENSG00000230777	53	71	126	100	68	45	104	47
ENSG00000143207	87	130	88	110	94	135	125	87
ENSG00000281096	0	0	0	0	0	0	0	0
ENSG00000252906	1	0	0	0	0	0	0	0
ENSG00000228686	3	3	2	2	3	3	0	0
ENSG00000236021	0	1	2	1	0	1	3	2
ENSG00000273629	0	0	0	0	0	0	0	0
ENSG00000232463	0	0	0	0	0	0	0	0
ENSG00000253025	0	0	0	0	0	0	0	0
ENSG00000227815	0	0	0	0	0	0	3	4
ENSG00000231020	0	0	0	0	0	0	0	0
ENSG00000225904	0	0	0	0	0	0	0	0
ENSG00000116183	10	7	4	10	1	3	2	4
ENSG00000237514	8	5	4	7	8	18	4	12
ENSG00000152092	2	7	5	11	6	0	1	17
ENSG00000202609	0	0	0	0	0	0	0	0
ENSG00000280731	0	0	0	0	0	0	0	0
ENSG00000198797	0	1	0	1	3	1	1	5
ENSG00000222749	0	0	0	0	0	0	0	0
ENSG00000224968	1	1	0	1	1	0	2	0
ENSG00000227579	0	0	0	0	0	0	0	0
ENSG00000266393	0	0	0	0	0	0	0	0
ENSG00000236720	0	0	0	0	0	0	0	0
ENSG00000120341	2	4	5	3	5	1	5	5
ENSG00000254154	6	14	8	4	14	10	1	8
ENSG00000242193	183	417	265	217	249	234	224	244
ENSG00000276563	0	0	0	1	0	1	0	0
ENSG00000224687	19	35	35	29	10	20	5	12
ENSG00000075391	732	1581	972	880	568	777	272	632
ENSG00000270575	0	0	0	0	0	1	0	0
ENSG00000213058	50	31	29	71	43	24	33	48
ENSG00000279210	16	32	19	13	2	9	3	12
ENSG00000264809	0	0	0	0	0	0	0	0
ENSG00000188585	0	0	0	0	0	0	0	0
ENSG00000240021	1	0	0	0	0	0	0	0
ENSG00000213057	2	6	11	7	6	24	10	7
ENSG00000201347	0	0	0	0	1	0	0	0
ENSG00000273384	1	1	0	0	2	0	1	0
ENSG00000266417	0	0	0	0	0	0	0	1
ENSG00000273062	0	4	7	3	4	3	4	1
ENSG00000116191	91	111	206	150	459	430	283	291
ENSG00000228196	20	57	35	39	68	81	62	54
ENSG00000201791	0	0	0	0	0	0	0	0
ENSG00000116194	106	187	183	139	24	27	49	45
ENSG00000116199	638	1093	1251	827	673	717	643	798
ENSG00000232750	0	0	1	0	0	2	0	0
ENSG00000186283	146	301	227	280	322	486	441	358
ENSG00000143322	450	859	484	544	621	915	318	650
ENSG00000234041	0	0	0	1	0	0	0	0
ENSG00000231905	0	0	0	0	1	0	1	0
ENSG00000212338	0	0	0	0	0	0	0	0
ENSG00000201619	0	0	0	0	0	0	0	1
ENSG00000231564	0	0	0	0	1	0	0	0
ENSG00000225711	0	0	0	0	0	0	0	0
ENSG00000223794	0	0	0	0	0	0	0	0
ENSG00000228191	0	0	0	0	0	0	0	0
ENSG00000057252	474	1133	528	569	563	2276	1148	910
ENSG00000162779	0	0	2	3	0	1	2	0
ENSG00000224620	0	0	0	0	0	0	0	0
ENSG00000236539	2	0	3	1	1	1	3	1
ENSG00000261250	0	0	1	1	0	0	0	0
ENSG00000116218	0	0	0	0	0	0	1	1
ENSG00000251875	0	0	0	0	0	0	0	0
ENSG00000227141	0	6	7	0	3	2	1	0
ENSG00000261060	0	0	0	0	0	0	0	0
ENSG00000162782	0	0	3	1	0	2	2	0
ENSG00000221547	0	0	0	0	0	0	0	0
